timestamp,hour,minute,day_of_week,month,deployment,cpu,cpu_percent,memory_bytes,memory_percent,desired_replicas,available_replicas
1769040000,1,0,3,1,adservice,0.025658080890939357,8.55269363031312,94830592.0,30.145833333333332,1,1
1769040000,1,0,3,1,cartservice,0.13909460094022857,23.182433490038097,108449792.0,40.40069580078125,2,2
1769040000,1,0,3,1,checkoutservice,0.0208619827799213,10.43099138996065,17027072.0,12.6861572265625,1,1
1769040000,1,0,3,1,currencyservice,0.23355521012521666,29.194401265652083,267157504.0,49.761962890625,4,4
1769040000,1,0,3,1,emailservice,0.008973368841544671,4.4866844207723355,45662208.0,34.02099609375,1,1
1769040000,1,0,3,1,frontend,0.5293990488040402,44.11658740033668,134656000.0,16.721089680989586,6,6
1769040000,1,0,3,1,paymentservice,0.005030187696410435,1.2575469241026087,79880192.0,29.7576904296875,2,2
1769040000,1,0,3,1,productcatalogservice,0.2381638282514103,39.693971375235044,50847744.0,12.628173828125,3,3
1769040000,1,0,3,1,recommendationservice,0.2502677080879369,31.28346351099211,176439296.0,9.348090277777779,4,4
1769040000,1,0,3,1,redis-cart,0.0130712057387592,10.45696459100736,11497472.0,4.28314208984375,1,1
1769040000,1,0,3,1,shippingservice,0.018122669144168678,9.061334572084338,13180928.0,9.820556640625,1,1
1769040000,1,0,3,1,adservice,0.025658080890939357,8.55269363031312,94830592.0,30.145833333333332,1,1
1769040060,1,1,3,1,adservice,0.025543810133620556,8.514603377873518,94720000.0,30.110677083333332,1,1
1769040000,1,0,3,1,cartservice,0.13909460094022857,23.182433490038097,108449792.0,40.40069580078125,2,2
1769040060,1,1,3,1,cartservice,0.14043517608668216,23.405862681113693,108445696.0,40.399169921875,2,2
1769040000,1,0,3,1,checkoutservice,0.0208619827799213,10.43099138996065,17027072.0,12.6861572265625,1,1
1769040060,1,1,3,1,checkoutservice,0.021755279912842936,10.877639956421467,17391616.0,12.957763671875,1,1
1769040000,1,0,3,1,currencyservice,0.23355521012521666,29.194401265652083,267157504.0,49.761962890625,4,4
1769040060,1,1,3,1,currencyservice,0.23327417675688958,29.159272094611193,270901248.0,50.45928955078125,4,4
1769040000,1,0,3,1,emailservice,0.008973368841544671,4.4866844207723355,45662208.0,34.02099609375,1,1
1769040060,1,1,3,1,emailservice,0.00787705902918855,3.9385295145942747,45666304.0,34.0240478515625,1,1
1769040000,1,0,3,1,frontend,0.5293990488040402,44.11658740033668,134656000.0,16.721089680989586,6,6
1769040060,1,1,3,1,frontend,0.5348243697898507,44.56869748248755,135561216.0,16.83349609375,6,6
1769040000,1,0,3,1,paymentservice,0.005030187696410435,1.2575469241026087,79880192.0,29.7576904296875,2,2
1769040060,1,1,3,1,paymentservice,0.005552008493432516,1.388002123358129,81207296.0,30.2520751953125,2,2
1769040000,1,0,3,1,productcatalogservice,0.2381638282514103,39.693971375235044,50847744.0,12.628173828125,3,3
1769040060,1,1,3,1,productcatalogservice,0.2410007542517629,40.16679237529381,51183616.0,12.711588541666666,3,3
1769040000,1,0,3,1,recommendationservice,0.2502677080879369,31.28346351099211,176439296.0,9.348090277777779,4,4
1769040060,1,1,3,1,recommendationservice,0.23902801278762803,29.8785015984535,176447488.0,9.348524305555555,4,4
1769040000,1,0,3,1,redis-cart,0.0130712057387592,10.45696459100736,11497472.0,4.28314208984375,1,1
1769040060,1,1,3,1,redis-cart,0.013285787430528988,10.62862994442319,11493376.0,4.2816162109375,1,1
1769040000,1,0,3,1,shippingservice,0.018122669144168678,9.061334572084338,13180928.0,9.820556640625,1,1
1769040060,1,1,3,1,shippingservice,0.01824648344113117,9.123241720565584,13463552.0,10.0311279296875,1,1
1769040060,1,1,3,1,adservice,0.025543810133620556,8.514603377873518,94720000.0,30.110677083333332,1,1
1769040120,1,2,3,1,adservice,0.02525061506182573,8.416871687275243,94830592.0,30.145833333333332,1,1
1769040060,1,1,3,1,cartservice,0.14043517608668216,23.405862681113693,108445696.0,40.399169921875,2,2
1769040120,1,2,3,1,cartservice,0.13402739514627288,22.33789919104548,108851200.0,40.55023193359375,2,2
1769040060,1,1,3,1,checkoutservice,0.021755279912842936,10.877639956421467,17391616.0,12.957763671875,1,1
1769040120,1,2,3,1,checkoutservice,0.02051585134777242,10.25792567388621,17190912.0,12.8082275390625,1,1
1769040060,1,1,3,1,currencyservice,0.23327417675688958,29.159272094611193,270901248.0,50.45928955078125,4,4
1769040120,1,2,3,1,currencyservice,0.23364509016636936,29.20563627079617,276201472.0,51.446533203125,4,4
1769040060,1,1,3,1,emailservice,0.00787705902918855,3.9385295145942747,45666304.0,34.0240478515625,1,1
1769040120,1,2,3,1,emailservice,0.008593814271443317,4.296907135721659,45666304.0,34.0240478515625,1,1
1769040060,1,1,3,1,frontend,0.5348243697898507,44.56869748248755,135561216.0,16.83349609375,6,6
1769040120,1,2,3,1,frontend,0.525167461273681,43.763955106140074,135884800.0,16.873677571614586,6,6
1769040060,1,1,3,1,paymentservice,0.005552008493432516,1.388002123358129,81207296.0,30.2520751953125,2,2
1769040120,1,2,3,1,paymentservice,0.005543330149788702,1.3858325374471756,81354752.0,30.3070068359375,2,2
