timestamp,hour,minute,day_of_week,month,deployment,cpu,cpu_percent,memory_bytes,memory_percent,desired_replicas,available_replicas
1775520000,2,0,1,4,frontend,0.7997058522872385,133.28430871453972,175898624.0,43.68489583333333,6,6
1775520000,2,0,1,4,adservice,0.0428727879533591,21.43639397667955,107900928.0,57.16796875,1,1
1775520000,2,0,1,4,cartservice,0.2383813829697202,59.59534574243005,134471680.0,100.189208984375,2,2
1775520000,2,0,1,4,checkoutservice,0.03201618605361852,32.01618605361852,21049344.0,31.365966796875,1,1
1775520000,2,0,1,4,currencyservice,0.35927631177021296,89.81907794255324,205529088.0,76.5655517578125,4,4
1775520000,2,0,1,4,emailservice,0.011665527586282923,11.665527586282924,46919680.0,69.915771484375,1,1
1775520000,2,0,1,4,paymentservice,0.008416140757868906,4.208070378934452,183410688.0,136.651611328125,2,2
1775520000,2,0,1,4,productcatalogservice,0.33176037691499227,110.58679230499742,52961280.0,26.30615234375,3,3
1775520000,2,0,1,4,recommendationservice,0.41099798213208916,82.19959642641783,223739904.0,19.397727272727273,5,5
1775520000,2,0,1,4,shippingservice,0.028923403575033396,28.923403575033397,19382272.0,28.8818359375,1,1
1775520000,2,0,1,4,frontend,0.7997058522872385,133.28430871453972,175898624.0,43.68489583333333,6,6
1775520060,2,1,1,4,frontend,0.8076196167257452,134.60326945429085,175640576.0,43.62080891927083,6,6
1775520000,2,0,1,4,adservice,0.0428727879533591,21.43639397667955,107900928.0,57.16796875,1,1
1775520060,2,1,1,4,adservice,0.04193638337132584,20.96819168566292,107905024.0,57.170138888888886,1,1
1775520000,2,0,1,4,cartservice,0.2383813829697202,59.59534574243005,134471680.0,100.189208984375,2,2
1775520060,2,1,1,4,cartservice,0.23562610999889866,58.90652749972466,134516736.0,100.2227783203125,2,2
1775520000,2,0,1,4,checkoutservice,0.03201618605361852,32.01618605361852,21049344.0,31.365966796875,1,1
1775520060,2,1,1,4,checkoutservice,0.0315545195368199,31.554519536819896,21368832.0,31.842041015625,1,1
1775520000,2,0,1,4,currencyservice,0.35927631177021296,89.81907794255324,205529088.0,76.5655517578125,4,4
1775520060,2,1,1,4,currencyservice,0.35459566665082926,88.64891666270731,207273984.0,77.215576171875,4,4
1775520000,2,0,1,4,emailservice,0.011665527586282923,11.665527586282924,46919680.0,69.915771484375,1,1
1775520060,2,1,1,4,emailservice,0.01110015996175457,11.10015996175457,46923776.0,69.921875,1,1
1775520000,2,0,1,4,paymentservice,0.008416140757868906,4.208070378934452,183410688.0,136.651611328125,2,2
1775520060,2,1,1,4,paymentservice,0.00675665078128249,3.378325390641245,183627776.0,136.8133544921875,2,2
1775520000,2,0,1,4,productcatalogservice,0.33176037691499227,110.58679230499742,52961280.0,26.30615234375,3,3
1775520060,2,1,1,4,productcatalogservice,0.327920453376538,109.30681779217932,53051392.0,26.350911458333332,3,3
1775520000,2,0,1,4,recommendationservice,0.41099798213208916,82.19959642641783,223739904.0,19.397727272727273,5,5
1775520060,2,1,1,4,recommendationservice,0.41335523802676144,82.67104760535229,223776768.0,19.400923295454543,5,5
1775520000,2,0,1,4,shippingservice,0.028923403575033396,28.923403575033397,19382272.0,28.8818359375,1,1
1775520060,2,1,1,4,shippingservice,0.027806791907504652,27.806791907504653,19185664.0,28.5888671875,1,1
1775520060,2,1,1,4,frontend,0.8076196167257452,134.60326945429085,175640576.0,43.62080891927083,6,6
1775520120,2,2,1,4,frontend,0.8159100286631499,135.98500477719162,175345664.0,43.54756673177083,6,6
1775520060,2,1,1,4,adservice,0.04193638337132584,20.96819168566292,107905024.0,57.170138888888886,1,1
1775520120,2,2,1,4,adservice,0.04450214948807159,22.251074744035794,107847680.0,57.13975694444444,1,1
1775520060,2,1,1,4,cartservice,0.23562610999889866,39.27101833314977,134516736.0,66.815185546875,3,2
1775520120,2,2,1,4,cartservice,0.24028020694235191,40.04670115705864,134500352.0,66.80704752604166,3,2
1775520060,2,1,1,4,checkoutservice,0.0315545195368199,31.554519536819896,21368832.0,31.842041015625,1,1
1775520120,2,2,1,4,checkoutservice,0.03258914343599583,32.58914343599583,21184512.0,31.5673828125,1,1
1775520060,2,1,1,4,currencyservice,0.35459566665082926,88.64891666270731,207273984.0,77.215576171875,4,4
1775520120,2,2,1,4,currencyservice,0.3435106320654869,85.87765801637171,207953920.0,77.4688720703125,4,4
1775520060,2,1,1,4,emailservice,0.01110015996175457,11.10015996175457,46923776.0,69.921875,1,1
1775520120,2,2,1,4,emailservice,0.011811077291551397,11.811077291551397,46923776.0,69.921875,1,1
1775520060,2,1,1,4,paymentservice,0.00675665078128249,3.378325390641245,183627776.0,136.8133544921875,2,2
1775520120,2,2,1,4,paymentservice,0.006890473453175051,3.445236726587525,185147392.0,137.945556640625,2,2
1775520060,2,1,1,4,productcatalogservice,0.327920453376538,109.30681779217932,53051392.0,26.350911458333332,3,3
1775520120,2,2,1,4,productcatalogservice,0.3207561682779718,106.91872275932393,53325824.0,26.487223307291668,3,3
1775520060,2,1,1,4,recommendationservice,0.41335523802676144,82.67104760535229,223776768.0,19.400923295454543,5,5
1775520120,2,2,1,4,recommendationservice,0.4263741075245385,85.2748215049077,223776768.0,19.400923295454543,5,5
1775520060,2,1,1,4,shippingservice,0.027806791907504652,27.806791907504653,19185664.0,28.5888671875,1,1
1775520120,2,2,1,4,shippingservice,0.02797879865049,27.97879865049,19116032.0,28.485107421875,1,1
1775520120,2,2,1,4,frontend,0.8159100286631499,135.98500477719162,175345664.0,43.54756673177083,6,6
1775520180,2,3,1,4,frontend,0.7998675073686519,133.31125122810863,175955968.0,43.69913736979167,6,6
1775520120,2,2,1,4,adservice,0.04450214948807159,22.251074744035794,107847680.0,57.13975694444444,1,1
1775520180,2,3,1,4,adservice,0.04394973662901515,21.974868314507574,107798528.0,57.11371527777778,1,1
1775520120,2,2,1,4,cartservice,0.24028020694235191,40.04670115705864,134500352.0,66.80704752604166,3,3
1775520180,2,3,1,4,cartservice,0.2850662896063777,47.51104826772961,159682560.0,79.315185546875,3,3
1775520120,2,2,1,4,checkoutservice,0.03258914343599583,32.58914343599583,21184512.0,31.5673828125,1,1
1775520180,2,3,1,4,checkoutservice,0.031752956240752604,31.7529562407526,21409792.0,31.903076171875,1,1
1775520120,2,2,1,4,currencyservice,0.3435106320654869,85.87765801637171,207953920.0,77.4688720703125,4,4
1775520180,2,3,1,4,currencyservice,0.3594499151711547,89.86247879278866,209379328.0,77.9998779296875,4,4
1775520120,2,2,1,4,emailservice,0.011811077291551397,11.811077291551397,46923776.0,69.921875,1,1
1775520180,2,3,1,4,emailservice,0.01212583761287661,12.125837612876609,46923776.0,69.921875,1,1
1775520120,2,2,1,4,paymentservice,0.006890473453175051,3.445236726587525,185147392.0,137.945556640625,2,2
1775520180,2,3,1,4,paymentservice,0.0066756264544839666,3.3378132272419827,185401344.0,138.134765625,2,2
1775520120,2,2,1,4,productcatalogservice,0.3207561682779718,106.91872275932393,53325824.0,26.487223307291668,3,3
1775520180,2,3,1,4,productcatalogservice,0.32804694228986564,109.34898076328854,53448704.0,26.548258463541668,3,3
